St1_Pelvis_X,St1_Pelvis_Y,St1_Pelvis_Z,St2_Pelvis_X,St2_Pelvis_Y,St2_Pelvis_Z,St1_Hip_X,St1_Hip_Y,St1_Hip_Z,St2_Hip_X,St2_Hip_Y,St2_Hip_Z,St1_Knee_X,St1_Knee_Y,St1_Knee_Z,St2_Knee_X,St2_Knee_Y,St2_Knee_Z,St1_Ankle_X,St1_Ankle_Y,St1_Ankle_Z,St2_Ankle_X,St2_Ankle_Y,St2_Ankle_Z
46.2479158,10.781332,-2.0218804,39.2971806,-8.3841638,-0.9456008,7.3102674,-1.7551606,-0.8468304,8.9163456,-2.1631512,-1.2734232,1.6841942,-0.7795712,0.1854924,-0.1061848,-1.1556534,0.2417624,0.7025806,0.0573954,-0.1472288,0.716615,0.1399468,-0.0895024
46.3751522,10.6700498,-2.0143336,39.3576874,-8.4873696,-0.9740668,7.3309218,-1.7181548,-0.8494784,8.962818,-2.140577,-1.2752106,1.6620834,-0.7729512,0.1776808,-0.1484866,-1.1534026,0.2332888,0.702713,0.057263,-0.1467654,0.7161516,0.139682,-0.0907602
46.509803,10.54897,-2.0055952,39.4311694,-8.5932234,-1.005247,7.3517748,-1.6794278,-0.8504714,9.0047888,-2.1125744,-1.2755416,1.6390458,-0.7665298,0.170465,-0.1889348,-1.1489672,0.2240208,0.7031102,0.0570644,-0.1461696,0.7153572,0.1392848,-0.0921504
46.6506766,10.4226604,-1.9941426,39.5178914,-8.6982166,-1.0387442,7.3722968,-1.6387148,-0.8498094,9.0418608,-2.0791434,-1.2744162,1.6150152,-0.760307,0.163845,-0.2274632,-1.1423472,0.2140246,0.703706,0.0567996,-0.1455076,0.7140994,0.1387552,-0.0936068
46.7959856,10.2948282,-1.979049,39.6182506,-8.7977814,-1.0739626,7.3924216,-1.595751,-0.8474262,9.073703,-2.0404826,-1.2716358,1.5896606,-0.7542166,0.1578208,-0.2640056,-1.1335426,0.2034326,0.7044342,0.0564686,-0.1448456,0.7125106,0.1382918,-0.0950632
46.9439426,10.1680552,-1.9594538,39.7324456,-8.8868204,-1.110174,7.412414,-1.5508012,-0.843388,9.1001168,-1.996923,-1.2672666,1.5628496,-0.748391,0.15226,-0.2986282,-1.122752,0.192311,0.7050962,0.0560052,-0.1440512,0.7105908,0.1377622,-0.0964534
47.0929588,10.0449232,-1.9351584,39.8604102,-8.9606996,-1.1464516,7.4328698,-1.5044612,-0.8380258,9.1213008,-1.9491266,-1.2613086,1.534185,-0.7429626,0.1471626,-0.3312648,-1.1101078,0.1808584,0.7056258,0.0555418,-0.1431244,0.7084062,0.1372988,-0.0978436
47.242306,9.9278816,-1.9062952,40.0018134,-9.016771,-1.1817362,7.4548482,-1.457393,-0.8315382,9.1377184,-1.897954,-1.2539604,1.5032696,-0.73813,0.142661,-0.3619154,-1.0958086,0.1692734,0.7058906,0.0550784,-0.1420652,0.7060892,0.1368354,-0.0991014
47.3923152,9.8195784,-1.873129,40.1561918,-9.0539092,-1.2149686,7.4795408,-1.4109206,-0.8243224,9.1499654,-1.8441996,-1.2453544,1.46964,-0.7342904,0.138689,-0.3907786,-1.0802516,0.1576884,0.7057582,0.0544826,-0.1409398,0.7036398,0.1365044,-0.1001606
47.5444428,9.7223968,-1.8362556,40.323413,-9.0721804,-1.2458178,7.5085364,-1.3663018,-0.8169742,9.1591672,-1.7889888,-1.2356892,1.4327666,-0.7317086,0.1353128,-0.4179206,-1.0636354,0.1462358,0.7051624,0.053953,-0.1396158,0.7012566,0.1362396,-0.1010212
47.7010058,9.6382566,-1.7962046,40.5032784,-9.07271,-1.2744824,7.5433576,-1.3249268,-0.809957,9.1663168,-1.7333146,-1.2252296,1.3923184,-0.7307156,0.1325324,-0.44354,-1.0464234,0.1351804,0.7039708,0.0533572,-0.1381594,0.6988734,0.1361734,-0.1016832
47.8644536,9.568879,-1.7537704,40.6961852,-9.058146,-1.301823,7.5853946,-1.2884506,-0.8037342,9.1727382,-1.6783024,-1.2141742,1.3479644,-0.7317086,0.130414,-0.4679678,-1.0288804,0.1246546,0.7021172,0.0527614,-0.1365044,0.6966888,0.1362396,-0.1020804
48.0368384,9.5149922,-1.7098798,40.9020672,-9.0330562,-1.3290974,7.6357066,-1.2582634,-0.7989016,9.1795568,-1.6248128,-1.2027216,1.2993074,-0.7349524,0.1290238,-0.4912702,-1.0113374,0.1147246,0.6995354,0.0522318,-0.1346508,0.694769,0.1365044,-0.1022128
48.2193518,9.4763976,-1.6654596,41.1199314,-9.0027366,-1.3572324,7.6951542,-1.2357554,-0.7959888,9.1880304,-1.573574,-1.1911366,1.2464136,-0.7406456,0.1282956,-0.5138444,-0.9940592,0.1056552,0.6961592,0.0517022,-0.1325986,0.6931802,0.1369678,-0.101948
48.4117952,9.4511754,-1.6216352,41.3471298,-8.9716888,-1.3866252,7.763936,-1.2219858,-0.7952606,9.1990196,-1.5251818,-1.1794192,1.189283,-0.7489868,0.1282294,-0.5358228,-0.9772444,0.0975126,0.6920548,0.051305,-0.130414,0.6918562,0.1376298,-0.1014184
48.6127122,9.4364128,-1.5793996,41.5800876,-8.9420312,-1.4172096,7.8417872,-1.2178152,-0.7971142,9.2133188,-1.4801658,-1.1677018,1.1281142,-0.7598436,0.1288914,-0.5574702,-0.9610916,0.090363,0.6872222,0.0509078,-0.1280308,0.6910618,0.1384904,-0.1004916
48.819852,9.428535,-1.539481,41.8154948,-8.9136976,-1.4487208,7.9279796,-1.223707,-0.801682,9.2314576,-1.4385922,-1.1559844,1.0633044,-0.773216,0.1301492,-0.5790514,-0.945667,0.0842726,0.6817276,0.0507092,-0.1255152,0.6905984,0.1395496,-0.0991014
49.030368,9.424232,-1.5024752,42.0511006,-8.8856288,-1.4809602,8.0212554,-1.2397936,-0.8090302,9.2537008,-1.4006596,-1.1442008,0.9953832,-0.7889054,0.1319366,-0.6006988,-0.9309044,0.0791752,0.6756372,0.050643,-0.122801,0.6905984,0.1408736,-0.0973802
49.2414136,9.4210544,-1.4688456,42.2857134,-8.8578248,-1.5139278,8.1198934,-1.2656778,-0.8191588,9.2801808,-1.3662356,-1.1322848,0.9250126,-0.8064484,0.1341874,-0.6226772,-0.9169362,0.0752694,0.6690172,0.0507092,-0.1200206,0.6910618,0.1424624,-0.0951956
49.4498774,9.4174134,-1.4389894,42.518605,-8.8316096,-1.547756,8.2221062,-1.3006976,-0.831803,9.3108976,-1.3351216,-1.120104,0.8527884,-0.825514,0.1367692,-0.6450528,-0.9035638,0.0723566,0.6621324,0.050974,-0.1170416,0.6919224,0.1441836,-0.0925476
49.6525156,9.412647,-1.41337,42.7495768,-8.8098298,-1.5826434,8.3257092,-1.3437938,-0.846698,9.3455864,-1.3071852,-1.1076584,0.7795712,-0.8455726,0.1395496,-0.667958,-0.890721,0.070503,0.6549166,0.0514374,-0.1139964,0.6931802,0.1461696,-0.0894362
49.8464816,9.4069538,-1.3924508,42.9777682,-8.7961926,-1.6188548,8.4287164,-1.3937086,-0.8634466,9.3839824,-1.2820954,-1.0947494,0.7060892,-0.8660946,0.1424624,-0.6915914,-0.8783416,0.0696424,0.6477008,0.0520332,-0.110885,0.6948352,0.1483542,-0.0859276
50.028995,9.4005324,-1.3764966,43.2019876,-8.7938756,-1.6563902,8.5290094,-1.4489194,-0.8816516,9.4258208,-1.2596536,-1.0813108,0.6330706,-0.8864842,0.145309,-0.7160192,-0.8663594,0.0697748,0.6405512,0.0528938,-0.1076412,0.696755,0.1506712,-0.0820218
50.1982684,9.39378,-1.365706,43.4200504,-8.8044676,-1.6951834,8.6248008,-1.5077712,-0.9008496,9.4707706,-1.2395288,-1.0672764,0.5611112,-0.9063442,0.147957,-0.7413738,-0.8545758,0.0707016,0.6337326,0.0540192,-0.1044636,0.6990058,0.1531868,-0.0776526
50.352713,9.38716,-1.3599466,43.629772,-8.827439,-1.7348372,8.7147004,-1.568609,-0.9203786,9.5183022,-1.2215886,-1.0526462,0.4908068,-0.9250788,0.1504064,-0.7677214,-0.843057,0.0724228,0.627245,0.055277,-0.1012198,0.701389,0.1557686,-0.0728862
50.4919316,9.381202,-1.3589536,43.8292326,-8.8600094,-1.7746234,8.7973842,-1.6297778,-0.9399738,9.5681508,-1.2057668,-1.0374864,0.4226208,-0.9424232,0.1525248,-0.7949958,-0.8317368,0.074806,0.6214194,0.0567996,-0.0980422,0.7039708,0.1584828,-0.0677888
