St1_Pelvis_X,St1_Pelvis_Y,St1_Pelvis_Z,St2_Pelvis_X,St2_Pelvis_Y,St2_Pelvis_Z,St1_Hip_X,St1_Hip_Y,St1_Hip_Z,St2_Hip_X,St2_Hip_Y,St2_Hip_Z,St1_Knee_X,St1_Knee_Y,St1_Knee_Z,St2_Knee_X,St2_Knee_Y,St2_Knee_Z,St1_Ankle_X,St1_Ankle_Y,St1_Ankle_Z,St2_Ankle_X,St2_Ankle_Y,St2_Ankle_Z
3.018977,-0.067071,-14.459873,1.983778,3.513567,-7.483721,-9.696564,-3.440307,10.059339,-4.918604,-0.038594,11.553523,33.79171,-2.098204,-17.641867,47.039139,1.15717,-27.404926,-5.253609,5.969475,17.862698,-17.781923,0.839035,13.967401
2.982384,-0.043332,-14.414431,2.013597,3.562361,-7.44803,-9.548087,-3.407861,10.101261,-4.788515,0.028259,11.584336,34.172821,-2.070739,-17.799297,47.299236,1.212365,-27.566946,-5.541356,5.869302,17.918125,-17.837135,0.834474,13.918311
2.946069,-0.016941,-14.368874,2.044795,3.611129,-7.412826,-9.396807,-3.369875,10.146079,-4.658686,0.094519,11.611541,34.558125,-2.039343,-17.964294,47.552299,1.264035,-27.724573,-5.825907,5.764841,17.967754,-17.873285,0.830815,13.870779
2.910079,0.012054,-14.323244,2.077332,3.659891,-7.378128,-9.242927,-3.326473,10.193271,-4.529085,0.160293,11.635348,34.947044,-2.004155,-18.136568,47.798164,1.312255,-27.877514,-6.107623,5.656242,18.011541,-17.889206,0.827394,13.824872
2.874458,0.043576,-14.277562,2.111152,3.708671,-7.343926,-9.086621,-3.277802,10.242292,-4.399604,0.225705,11.655996,35.339073,-1.965324,-18.315805,48.036839,1.3572,-28.025558,-6.386866,5.543648,18.049438,-17.883883,0.823525,13.780545
2.839247,0.077527,-14.231836,2.146162,3.757457,-7.310197,-8.928065,-3.224035,10.292575,-4.270133,0.290859,11.673739,35.733727,-1.923012,-18.50165,48.268368,1.399116,-28.168509,-6.663951,5.427218,18.081364,-17.856483,0.818512,13.737663
2.804486,0.113779,-14.186064,2.182248,3.806229,-7.276885,-8.767413,-3.165375,10.343533,-4.140493,0.355861,11.688837,36.130585,-1.877382,-18.693722,48.492962,1.438342,-28.306267,-6.939149,5.307124,18.10721,-17.806402,0.811675,13.695994
2.770214,0.152187,-14.140232,2.219274,3.854936,-7.243909,-8.604802,-3.102042,10.394579,-4.010472,0.420798,11.701549,36.529274,-1.828593,-18.891611,48.710938,1.475291,-28.438814,-7.212688,5.183554,18.126841,-17.73325,0.802373,13.655211
2.736471,0.192583,-14.094323,2.257075,3.903486,-7.211178,-8.440367,-3.034292,10.445127,-3.879852,0.485719,11.712123,36.92944,-1.776806,-19.094881,48.922718,1.510443,-28.566196,-7.48471,5.05673,18.140085,-17.636902,0.790035,13.614932
2.703296,0.234782,-14.048307,2.295477,3.951772,-7.178565,-8.274204,-2.962389,10.494606,-3.748349,0.550666,11.720802,37.33086,-1.722161,-19.303102,49.128902,1.544349,-28.688606,-7.755331,4.926887,18.146759,-17.517479,0.774177,13.574705
